Gene,HLA 49:36,HLA 81:95,HLA 34:45,HLA 92:44,HLA 70:22,HLA 84:40,HLA 91:85,HLA 47:96,HLA 56:71,HLA 85:65,HLA 58:16,HLA 49:92,HLA 16:79,HLA 60:88,HLA 14:97,HLA 24:67,HLA 85:10,HLA 48:15,HLA 32:42,HLA 29:23,HLA 14:63,HLA 42:82,HLA 59:82,HLA 49:79,HLA 47:76,HLA 33:45,HLA 11:91,HLA 42:37,HLA 61:81,HLA 34:64,HLA 73:75,HLA 15:92,HLA 66:30,HLA 28:82,HLA 33:63,HLA 39:23,HLA 92:79,HLA 83:24,HLA 10:68,HLA 99:13,HLA 40:96,HLA 16:86,HLA 29:26,HLA 45:47,HLA 61:42,HLA 65:75,HLA 97:48,HLA 79:98,HLA 99:99,HLA 47:82,HLA 34:39,HLA 68:84,HLA 50:80,HLA 59:97,HLA 46:38,HLA 66:40,HLA 40:80,HLA 74:47,HLA 10:56,HLA 61:93,HLA 57:10,HLA 82:90,HLA 13:70,HLA 75:79,HLA 54:91,HLA 72:80,HLA 76:69,HLA 57:26,HLA 74:99,HLA 55:40,HLA 36:82,HLA 12:49,HLA 94:80,HLA 32:66,HLA 74:33,HLA 77:11,HLA 49:67,HLA 40:46,HLA 57:43,HLA 57:56,HLA 64:15,HLA 93:54,HLA 69:14,HLA 80:82,HLA 89:41,HLA 21:78,HLA 32:10,HLA 13:48,HLA 16:80,HLA 38:61
LRTM2,85,42,69,13,78,15,33,30,19,29,49,65,65,24,41,22,21,20,68,95,76,20,31,82,96,2,34,33,69,66,96,19,19,87,44,82,43,43,56,10,83,2,34,66,59,65,94,42,50,81,21,3,47,55,50,96,53,92,51,20,28,57,14,31,7,42,6,93,88,85,3,61,48,50,58,91,51,27,35,84,37,68,27,69,52,92,44,50,83,17
LTA,32,35,77,42,58,82,14,94,70,3,82,27,88,39,52,73,81,91,3,61,64,43,84,61,99,35,96,56,87,97,74,78,73,2,82,73,70,44,63,82,61,97,68,19,83,58,61,96,68,69,54,39,50,50,91,21,30,6,91,98,92,99,85,28,90,4,44,71,62,86,31,33,44,30,1,88,31,38,52,47,62,42,28,72,70,35,39,38,87,35
LTB4R,20,90,64,38,96,48,65,20,34,60,18,64,47,30,62,34,78,47,66,61,38,52,68,30,63,39,24,67,12,44,90,29,33,37,99,86,57,28,82,28,1,16,22,67,61,39,16,82,51,71,97,1,26,3,41,18,66,98,31,37,25,56,47,48,20,58,41,18,53,92,98,54,14,92,37,29,14,43,13,97,75,21,68,45,63,25,50,29,29,33
LTB4R2,13,55,64,64,69,2,72,5,93,66,19,43,83,74,31,32,38,63,17,22,88,40,61,93,65,11,77,9,7,58,6,51,51,99,47,25,81,95,10,29,27,72,58,85,31,53,72,12,99,5,10,91,43,44,77,59,82,27,89,94,67,6,88,21,41,88,14,62,34,33,38,38,23,75,18,27,64,67,73,96,95,57,14,32,43,92,61,37,84,13
LUZP4,18,27,88,57,39,37,81,22,38,58,29,81,87,95,4,84,2,48,48,47,56,17,14,38,29,61,43,88,24,11,32,11,32,89,87,97,52,57,50,31,9,69,95,80,92,18,81,98,26,17,50,95,82,17,77,34,38,88,71,65,17,25,32,19,37,57,36,95,99,36,24,46,22,82,37,45,81,99,65,75,63,53,68,21,67,9,9,60,92,22
LY6G5B,2,70,51,51,37,40,93,15,17,31,73,83,33,64,67,35,45,72,22,79,77,50,27,11,18,34,43,43,43,36,46,30,19,56,5,87,50,76,7,4,17,15,21,97,95,39,43,90,80,19,63,5,47,43,51,9,80,90,80,64,38,10,8,58,43,57,19,20,5,52,9,31,87,35,69,48,50,12,31,8,73,55,2,23,45,64,50,46,20,70
LY6G5C,99,32,16,32,14,15,48,83,12,85,47,27,94,18,54,6,4,24,71,5,3,7,35,93,89,60,99,19,53,62,93,1,70,75,12,30,9,43,98,2,92,65,35,32,43,1,21,34,49,85,23,53,64,59,44,29,76,95,87,7,55,65,95,99,11,19,26,34,51,29,44,46,63,68,88,27,61,54,76,56,56,46,34,5,30,55,80,60,80,36
LY6G6C,66,53,12,34,42,80,66,26,30,87,22,22,30,22,82,30,49,46,88,93,56,91,89,38,12,2,33,54,42,23,38,61,57,77,35,46,59,30,55,63,75,13,23,19,23,98,86,19,35,42,44,10,90,81,57,58,35,65,46,47,8,45,49,26,45,9,59,34,45,36,38,65,22,80,99,49,42,67,59,36,58,5,54,36,8,33,69,49,41,34
LY6G6D,26,86,31,18,91,64,35,26,66,97,94,73,68,70,76,76,44,77,61,90,71,40,45,47,43,85,8,11,42,84,30,40,13,36,56,27,31,99,2,80,68,40,88,60,66,55,70,97,33,48,77,75,15,29,15,46,8,72,47,83,96,99,72,34,95,14,87,66,82,93,42,46,98,80,22,4,5,8,37,86,27,68,53,61,6,33,28,7,65,31
LY6G6E,2,40,81,58,73,50,65,8,32,35,84,9,83,53,22,75,34,78,8,8,98,54,53,59,41,94,7,67,5,15,19,94,6,93,97,23,60,6,33,59,7,24,87,2,35,27,39,11,74,40,31,74,68,40,2,28,34,82,65,45,93,33,38,59,56,59,30,75,80,44,63,90,11,29,91,65,92,95,60,89,46,24,14,60,95,32,84,75,1,93
LY6G6F,29,33,23,4,49,22,53,18,81,62,76,87,96,35,63,79,15,82,23,15,6,20,88,43,18,12,86,73,2,27,15,71,16,90,58,28,90,48,64,12,63,68,20,79,48,90,79,61,90,97,71,5,87,79,79,91,94,73,63,36,52,94,5,39,85,94,47,97,14,59,91,4,55,48,30,17,20,17,35,58,35,12,22,89,47,51,55,74,8,18
LY6H,95,14,59,50,51,25,2,12,21,55,62,40,3,20,27,8,82,75,49,36,97,10,49,73,1,69,43,48,54,61,35,9,39,60,52,54,98,47,97,24,1,72,29,13,62,11,16,71,84,9,4,27,99,90,35,68,93,75,37,11,32,30,3,90,32,67,22,96,88,12,32,27,79,19,76,79,22,39,72,98,8,78,30,58,84,52,83,12,92,18
LYG1,39,50,2,63,52,74,3,38,69,91,29,60,1,29,4,74,5,61,51,87,34,20,98,85,12,30,70,71,71,4,85,82,72,55,12,15,97,45,47,13,10,8,95,39,28,85,67,1,47,22,14,71,94,18,4,47,16,83,93,67,67,18,94,6,23,93,84,24,39,29,18,56,95,35,10,79,27,54,45,66,26,68,45,27,96,49,75,69,60,84
LYG2,34,80,94,35,62,9,11,97,33,53,47,13,23,63,67,75,64,87,82,66,78,32,85,39,52,5,29,77,86,95,47,15,89,76,12,89,40,78,12,50,64,32,12,46,45,21,42,20,75,5,36,15,96,48,15,55,34,82,36,96,91,2,95,31,86,82,9,72,21,16,52,34,13,65,3,82,55,75,1,81,44,76,14,85,66,27,7,38,80,27
LYPD4,58,68,52,2,31,88,75,22,53,42,83,98,73,98,65,70,35,76,9,61,47,64,5,72,24,70,89,39,61,43,83,80,82,26,54,69,76,92,5,39,48,5,41,51,14,20,81,31,79,44,44,68,62,25,51,16,60,72,87,85,86,94,46,16,32,79,82,1,42,51,83,20,64,26,3,99,55,45,55,31,19,94,56,20,38,67,78,23,8,10
LYPD5,51,55,35,74,41,58,65,95,88,82,52,57,87,33,47,8,21,17,61,2,94,53,64,19,2,90,13,30,40,62,29,22,20,52,84,88,80,66,34,42,63,81,6,62,83,98,4,96,25,75,22,49,62,66,59,77,64,83,88,12,20,53,92,74,70,44,3,18,19,66,46,43,6,28,28,49,74,19,31,73,2,61,68,34,71,68,60,8,35,93
LYPLA2P1,82,27,87,79,13,18,81,74,2,5,96,89,65,85,99,18,72,29,91,37,10,37,11,25,67,44,80,2,89,95,19,62,47,76,96,79,70,6,31,35,43,75,24,49,88,54,78,89,79,53,76,85,35,49,58,95,18,99,8,50,55,78,40,65,97,72,30,11,50,34,28,71,76,96,67,68,85,58,86,99,45,12,40,28,89,96,86,32,52,85
LYZL2,84,80,76,17,68,83,76,58,64,92,2,7,16,19,48,41,24,45,1,66,58,95,61,54,33,53,23,28,27,33,22,82,80,54,40,47,1,54,68,22,59,2,54,64,91,18,97,70,91,40,2,78,39,15,60,96,94,74,84,26,71,89,36,27,7,47,68,10,57,1,34,14,83,70,34,11,36,80,37,99,4,38,40,41,69,86,39,56,98,93
MAD2L1,31,51,47,97,35,89,59,99,38,2,81,60,68,80,4,52,57,89,46,48,21,96,65,64,67,28,26,46,33,49,79,89,54,88,67,82,18,42,12,66,76,61,77,9,82,90,35,17,76,76,20,89,91,66,16,28,1,50,31,22,95,13,72,5,73,67,73,9,79,35,1,23,99,63,93,56,7,45,27,57,19,52,75,2,23,36,22,34,60,62
MAFA,79,31,41,65,99,48,23,64,25,6,39,25,23,85,63,35,32,3,31,2,78,26,78,69,59,26,77,8,92,55,58,83,72,17,67,64,96,70,29,92,3,98,66,61,41,99,43,95,32,26,20,62,7,43,79,83,99,50,96,8,38,7,17,64,62,55,83,23,84,49,83,47,57,14,10,6,86,74,60,64,47,47,42,85,11,38,53,32,71,97
MAGEA1,20,33,73,41,69,34,48,48,62,1,79,97,8,28,3,43,44,41,9,31,18,27,79,77,99,44,99,23,60,39,1,54,73,47,32,34,97,58,51,45,93,33,74,80,19,77,63,17,53,79,21,84,37,73,70,26,64,51,66,69,73,82,3,91,72,25,74,23,90,18,8,62,4,26,49,48,52,44,1,52,15,89,87,82,51,21,23,20,65,99
MAGEA10,38,50,80,32,68,95,72,48,26,53,54,16,45,73,85,54,17,96,85,13,41,87,29,88,49,36,10,74,93,10,53,48,58,97,11,9,40,4,95,89,98,33,72,45,39,14,27,86,38,85,65,82,62,18,45,79,44,88,76,22,63,46,30,33,1,21,52,5,1,9,81,51,58,42,64,49,92,33,58,24,41,96,71,68,97,94,30,61,36,42
MAGEA11,68,44,39,16,81,79,61,8,32,82,41,34,27,83,67,8,7,26,42,20,25,13,46,64,6,93,82,71,34,29,97,76,93,93,42,58,80,46,86,54,7,23,51,32,48,56,77,26,15,38,13,28,1,27,68,22,21,11,22,53,15,30,90,89,23,59,61,12,32,23,87,68,28,95,19,6,80,29,81,98,24,95,54,1,73,82,32,71,62,55
MAGEA12,6,84,64,84,17,17,83,85,37,31,25,58,87,75,91,86,53,19,19,98,34,86,70,92,77,85,76,33,92,3,33,50,45,63,65,44,64,23,65,57,29,75,62,20,54,25,63,61,77,48,6,81,65,17,60,57,69,99,97,9,50,71,44,2,32,16,44,71,32,27,78,4,45,52,23,4,91,65,37,72,79,74,81,19,7,6,44,42,43,74
MAGEA2,51,25,46,30,91,49,98,23,2,65,98,56,59,96,82,59,42,49,55,77,1,30,22,5,33,3,2,15,57,6,33,36,38,81,23,87,73,60,73,83,49,68,44,69,27,60,85,58,18,8,22,21,71,32,33,51,14,28,43,14,73,45,53,55,6,36,54,31,96,4,39,86,2,75,22,31,31,74,37,63,66,83,29,24,19,33,20,25,75,62
MAGEA3,61,34,39,5,57,38,83,68,9,25,28,32,78,53,41,90,38,89,2,4,74,95,58,82,38,75,75,53,73,5,47,92,13,90,84,32,85,35,22,80,85,90,99,30,43,14,4,25,46,32,88,42,13,26,42,30,68,54,27,43,7,10,24,22,50,48,35,83,30,23,9,72,65,71,31,67,68,28,99,10,26,97,98,38,6,56,3,83,57,26
MAGEA4,82,90,36,41,90,97,84,26,43,11,87,43,96,14,4,68,56,31,42,85,9,95,72,48,80,49,47,16,15,91,7,5,69,95,55,2,43,82,7,9,28,26,91,38,89,47,82,54,9,61,88,64,43,11,70,9,3,8,52,18,57,26,19,4,17,61,3,93,53,59,29,5,35,84,7,66,82,70,9,66,5,72,92,89,58,65,1,59,34,23
MAGEA5,65,22,90,23,90,34,21,40,72,94,96,49,71,36,98,58,29,74,68,6,3,67,51,64,29,99,82,48,85,99,61,24,55,13,16,61,58,19,40,75,77,21,20,50,74,89,94,77,95,52,9,74,74,64,70,55,20,43,87,39,87,12,83,33,4,6,55,90,28,45,89,2,92,8,28,74,51,58,76,52,64,77,32,55,29,29,93,69,18,22
MAGEA6,8,81,14,6,17,39,7,89,73,95,51,16,14,15,2,24,5,63,54,43,16,70,93,30,13,43,76,28,73,30,49,30,20,70,6,63,67,89,25,47,33,97,70,22,84,84,57,33,82,48,47,19,84,62,99,10,33,77,23,45,33,92,20,40,55,6,3,27,94,14,85,90,48,65,59,29,64,63,36,95,70,64,16,14,60,26,26,40,24,50
MAGEA8,47,49,8,27,45,88,99,65,50,88,28,7,93,62,10,42,31,51,64,23,66,12,64,83,71,62,1,89,32,96,7,92,98,65,77,47,18,51,66,51,95,62,94,62,16,89,69,10,36,78,79,71,43,89,34,77,19,7,13,10,32,94,63,97,1,3,83,5,94,70,86,46,7,31,34,49,10,22,62,97,23,82,1,45,65,9,90,48,7,42
MAGEA9B,45,9,74,69,30,52,30,96,70,69,99,75,34,93,78,25,50,95,98,29,63,42,87,87,36,5,51,60,9,88,63,73,2,99,39,7,82,59,53,44,58,69,14,44,79,74,59,84,61,40,6,60,30,69,77,29,36,11,9,21,62,3,67,88,24,84,30,68,70,22,63,22,10,48,84,98,96,76,35,65,5,58,54,29,86,5,22,34,32,40
MAGEB1,18,34,28,88,54,24,44,95,78,80,20,14,5,57,10,14,65,5,3,99,90,90,28,13,27,40,62,91,41,77,72,69,12,58,14,85,24,18,27,83,2,66,97,47,16,8,51,5,64,85,67,24,6,55,53,37,27,39,22,12,73,85,19,5,81,28,22,47,50,72,32,54,1,67,62,94,9,82,35,50,17,95,35,10,85,5,39,4,36,38
MAGEB10,38,13,99,82,89,93,67,46,56,49,64,7,71,45,19,32,5,72,16,34,78,19,32,69,71,50,85,11,96,1,63,23,60,80,77,72,31,59,37,92,57,62,21,88,13,43,68,94,23,90,22,46,39,31,4,84,84,76,58,96,35,59,77,61,21,46,88,20,72,88,97,72,27,39,91,32,71,79,38,48,81,44,5,44,60,95,26,14,26,88
MAGEB16,30,56,44,91,67,96,68,31,99,60,75,42,40,93,53,49,12,21,45,36,52,95,49,28,14,80,84,36,4,84,10,26,28,95,75,13,99,48,90,63,81,42,2,53,65,2,87,24,31,72,29,58,76,19,29,87,64,39,76,76,30,76,85,27,94,82,77,7,72,80,28,53,5,41,35,72,43,88,74,98,73,94,17,81,60,45,82,15,86,42
MAGEB18,59,6,35,45,32,88,73,25,14,11,12,75,18,94,44,14,63,90,52,1,92,75,34,23,5,3,64,71,38,29,59,74,54,95,71,98,5,95,37,66,27,61,73,78,54,41,33,13,48,42,91,38,25,95,24,8,84,66,16,65,10,2,15,15,17,57,84,33,18,82,79,45,21,29,55,37,77,55,25,86,61,15,83,63,36,69,66,33,34,20
MAGEB2,72,49,89,47,5,48,58,84,90,20,74,80,51,46,36,30,53,70,24,65,2,12,48,22,72,38,1,60,11,42,24,97,37,3,67,48,17,51,90,6,68,19,22,74,78,83,18,17,92,48,37,36,24,87,85,71,12,83,9,83,34,30,34,86,22,3,19,69,12,89,57,46,93,12,27,76,16,87,84,66,90,7,6,29,29,51,66,50,65,87
MAGEB3,31,22,86,48,92,47,82,18,79,35,3,88,53,93,8,34,25,92,22,62,2,25,18,40,80,91,45,95,66,83,4,6,2,87,31,87,95,33,31,29,91,89,56,58,18,2,19,68,33,30,41,93,63,47,96,84,46,22,92,54,78,55,62,66,95,8,25,88,22,79,10,34,92,20,3,55,19,97,29,3,4,50,82,27,1,17,72,90,17,45
MAGEB6,32,13,21,5,13,6,34,56,1,99,70,74,57,36,48,60,4,93,95,13,54,95,99,86,27,81,40,4,70,95,38,41,16,87,30,18,37,81,87,37,89,49,21,18,90,70,79,30,57,85,65,85,41,37,80,76,9,99,37,71,45,69,93,68,64,39,19,62,60,61,32,24,20,24,62,65,9,90,36,79,3,57,31,64,6,62,18,66,60,18
MAGEC1,50,53,23,86,42,84,19,4,35,25,77,79,59,43,34,48,98,76,92,70,80,10,84,63,44,36,2,18,92,1,24,11,32,4,14,25,89,84,80,48,11,25,86,98,88,68,6,17,71,12,93,11,11,63,51,12,61,74,30,87,1,68,12,46,20,76,32,20,81,61,74,67,17,5,97,44,55,34,21,25,42,19,13,58,34,85,75,96,29,79
MAGEC2,11,74,91,72,41,1,44,80,55,16,76,75,84,40,10,68,46,54,79,27,54,41,31,66,91,80,34,88,20,53,70,13,19,62,54,86,12,96,86,88,48,47,11,16,84,76,75,5,42,54,6,69,49,40,92,48,18,31,29,48,27,1,78,34,81,13,76,12,10,88,15,60,55,9,23,98,52,72,92,47,99,38,20,29,1,19,78,38,21,38
MAGEC3,97,27,24,67,59,65,81,56,31,10,60,6,15,44,13,44,15,34,73,40,11,84,94,98,82,81,35,63,30,28,92,28,78,45,31,28,14,35,13,53,99,84,3,42,92,77,11,46,66,98,50,7,13,1,58,98,21,36,71,58,22,4,86,95,33,84,87,33,40,33,28,6,27,81,46,40,47,83,84,86,4,29,88,4,95,18,93,39,41,29
MAGED4,55,30,7,43,7,27,17,81,42,82,79,40,88,12,42,91,59,3,95,30,26,34,71,65,94,77,49,97,1,54,83,67,95,3,84,91,28,98,47,24,63,3,87,63,69,39,81,37,72,91,80,22,44,36,62,20,71,62,50,85,16,11,72,79,33,67,14,86,92,92,78,78,44,42,50,70,96,76,75,47,66,62,4,90,79,33,10,54,9,30
MAGED4B,34,81,27,33,74,6,73,40,87,92,7,91,89,4,30,94,23,15,12,80,63,20,75,28,22,96,18,52,31,79,23,17,20,15,30,95,4,43,90,92,49,10,4,40,34,82,75,57,38,82,51,21,15,62,65,27,73,1,4,62,39,30,92,43,64,77,2,91,18,32,98,79,74,43,62,82,24,75,79,73,59,88,8,11,75,63,14,36,69,96
MAMDC4,76,93,75,75,38,82,89,42,82,10,41,81,10,21,19,17,43,63,95,97,30,25,11,1,19,16,23,50,92,57,40,94,35,21,37,57,70,57,79,86,43,62,25,70,94,5,32,83,54,46,22,13,79,30,2,6,19,39,46,3,72,35,32,13,3,52,92,33,67,21,82,80,41,74,29,92,58,72,89,71,33,66,90,77,18,31,4,35,99,34
MAMSTR,61,89,22,30,65,24,23,65,29,88,98,91,64,36,21,39,42,32,89,45,49,93,24,33,38,10,70,48,23,28,77,85,87,20,22,2,9,54,16,99,24,24,1,64,2,41,73,40,27,62,33,43,24,31,19,68,82,86,93,69,36,19,18,38,58,4,54,14,72,18,80,53,64,18,63,5,85,1,75,86,16,10,54,8,90,74,19,86,88,61
MANEAL,78,59,38,6,90,83,63,16,20,62,8,79,87,26,33,39,64,90,42,52,67,22,4,80,64,30,47,73,79,78,92,37,42,92,84,20,8,63,91,45,43,43,40,42,80,29,8,78,4,16,83,77,7,23,5,71,79,82,81,4,20,54,8,57,49,19,41,85,58,67,6,22,41,98,64,2,86,20,87,99,38,46,91,82,10,65,50,75,11,7
MAP1D,1,82,77,85,37,93,34,2,70,1,69,79,87,42,89,43,84,21,19,17,13,49,51,99,90,20,18,92,91,62,6,23,17,59,29,70,72,55,42,58,51,61,90,21,94,94,62,44,58,14,90,78,43,4,54,97,70,63,7,34,55,84,59,56,32,20,88,84,11,69,43,42,14,37,68,69,60,87,64,22,95,93,65,84,3,95,74,72,15,74
MAP3K9,36,40,82,46,56,25,38,45,72,78,32,97,18,57,7,72,98,4,86,22,49,91,17,7,31,4,94,54,80,38,5,53,24,10,51,58,40,32,71,59,99,87,8,48,16,99,53,54,51,55,70,70,66,35,21,93,22,43,9,45,2,45,96,98,98,81,12,2,51,90,29,1,8,39,67,74,29,90,69,54,24,17,60,55,27,99,38,29,29,64
MAP6D1,88,46,73,12,16,92,53,2,11,78,5,10,21,6,66,23,60,88,53,19,75,27,5,9,66,74,65,15,61,12,53,43,15,12,91,21,35,22,4,93,19,52,57,20,94,72,92,71,73,75,97,17,89,7,7,13,1,63,57,47,29,57,49,33,72,73,94,60,92,84,75,5,22,57,85,8,47,22,60,46,72,1,68,43,76,94,29,2,71,46
MAP7D2,29,99,57,62,76,12,38,12,97,16,47,74,96,52,8,18,87,38,83,76,19,72,47,37,6,12,47,86,50,41,65,78,50,85,95,54,55,91,77,79,20,96,7,66,98,85,90,13,16,46,9,81,45,8,10,69,61,85,67,42,58,89,72,78,17,59,1,95,49,57,28,28,57,55,75,14,68,13,1,7,49,26,74,6,3,65,64,32,50,49
MAPK12,66,75,83,54,45,56,4,35,79,83,50,80,39,92,26,26,6,69,77,94,32,5,24,70,69,31,82,28,7,96,65,53,83,34,1,62,73,52,63,36,92,3,89,34,5,83,81,13,17,48,95,3,26,54,66,1,22,93,65,12,50,80,90,92,79,77,61,69,63,34,93,70,21,10,14,62,62,37,27,48,88,52,74,4,1,27,51,37,46,75
MAPK15,10,77,72,99,62,47,63,82,86,71,21,88,26,43,1,78,38,58,56,24,45,29,40,95,70,58,23,92,61,53,14,67,24,22,22,83,58,62,28,61,5,33,9,62,23,21,64,48,97,29,88,42,73,89,75,46,7,43,83,83,9,76,95,26,77,89,47,27,55,30,3,39,27,61,69,34,8,79,29,15,60,17,68,44,63,36,99,50,13,64
MAPK8IP2,58,71,67,16,92,76,47,94,49,10,5,58,29,34,33,77,25,56,36,58,78,1,56,76,67,53,41,31,85,42,81,6,50,79,94,37,16,64,55,53,24,26,86,69,4,12,59,57,92,75,64,59,3,28,58,1,97,40,33,96,21,76,31,35,62,28,45,79,25,6,67,22,6,40,83,70,92,94,37,93,98,81,1,98,43,83,18,39,10,82
MARCH1,92,61,87,11,92,88,87,78,95,83,15,15,79,42,50,77,90,93,33,6,11,75,31,79,79,18,91,81,54,14,5,21,98,13,88,50,55,50,66,36,80,57,67,64,42,19,71,97,38,58,86,32,9,15,86,44,44,34,86,14,67,7,43,21,52,17,59,12,30,4,14,81,75,82,26,99,8,99,15,78,96,79,91,36,45,38,42,20,32,5
MARCH11,31,73,33,40,95,39,25,9,63,41,11,61,85,4,30,49,71,77,46,54,61,1,49,97,49,73,8,19,53,2,17,33,2,23,13,19,81,70,85,68,34,8,76,71,55,30,24,78,1,56,5,17,33,2,73,31,87,97,54,74,11,4,30,64,44,12,29,49,43,19,40,22,59,19,82,69,73,22,30,14,77,54,43,72,81,11,36,19,5,88
MARCH3,28,41,98,25,10,21,7,79,74,31,20,66,30,23,18,96,4,71,20,5,13,76,64,89,4,58,66,50,75,72,25,47,86,13,72,33,73,67,25,73,93,84,59,6,3,29,12,19,85,45,71,46,62,92,20,27,50,84,89,21,28,30,63,12,14,82,78,97,22,72,54,78,30,5,41,14,36,15,24,63,55,60,96,82,20,23,33,61,4,61
MARCH4,82,92,75,78,31,55,34,2,12,90,39,51,30,80,86,26,75,80,94,59,27,30,1,48,61,30,76,31,49,46,67,2,66,4,45,9,85,86,82,3,8,23,31,50,97,82,46,92,71,77,77,25,93,78,31,67,15,67,50,76,15,66,83,8,34,17,43,64,73,70,74,45,81,30,30,18,50,65,70,85,72,66,59,73,76,83,32,27,74,81
MAST1,28,18,31,42,2,20,31,1,74,4,47,14,46,10,83,75,25,91,10,37,3,21,19,62,10,62,65,37,47,8,82,41,96,82,48,14,53,72,86,64,53,38,15,43,41,77,90,32,85,22,9,50,97,86,94,21,69,76,7,37,50,7,43,80,2,36,62,22,28,13,87,83,83,72,58,61,54,35,44,84,42,57,54,68,92,40,28,26,44,1
MATK,40,52,37,13,30,36,37,94,36,86,30,18,64,30,53,91,83,72,71,85,63,5,42,23,88,77,14,42,67,91,20,39,14,32,34,20,33,95,62,90,78,39,7,21,43,39,84,9,15,98,84,97,6,58,78,6,17,88,13,46,94,98,69,48,96,76,72,80,45,16,84,34,50,78,53,63,78,51,53,93,1,38,31,87,3,35,65,84,96,98
MATN1,40,64,72,75,78,9,14,55,95,61,60,56,49,69,82,84,42,18,23,40,6,69,33,68,70,29,47,54,2,52,75,22,20,45,51,22,40,37,85,85,37,69,74,17,3,31,76,32,25,87,43,68,57,4,4,28,40,29,8,86,38,22,85,54,73,71,19,40,35,95,85,96,35,87,60,68,42,47,48,96,31,85,74,86,59,11,29,28,17,86
MATN3,33,51,51,93,69,91,83,32,30,23,83,47,51,96,37,19,92,27,49,24,63,62,68,56,41,55,92,2,58,71,67,30,58,76,69,98,83,93,84,13,99,48,8,25,67,34,30,57,21,9,60,3,43,28,26,90,75,85,85,33,13,72,75,42,10,15,9,36,27,72,83,56,80,29,46,74,77,5,10,13,25,47,49,50,18,63,86,97,70,42
MBD3L1,80,46,11,86,27,44,4,77,8,30,50,70,63,56,62,25,55,96,85,36,82,25,41,14,95,30,51,31,91,64,99,90,57,18,44,26,5,44,1,8,1,93,93,54,94,79,45,7,13,94,65,23,7,89,68,9,30,40,92,26,5,93,14,17,22,80,42,66,44,37,94,93,18,10,5,73,43,82,42,80,51,36,8,51,69,33,49,91,38,50
MBD3L2,56,33,67,4,9,60,51,23,10,56,17,86,73,83,87,67,83,12,92,22,42,42,87,28,45,9,85,75,55,95,57,83,7,50,54,66,15,24,50,92,42,45,26,19,42,48,34,60,86,50,96,11,86,69,33,86,6,29,6,69,15,40,1,78,61,94,30,99,41,22,61,54,50,73,38,35,44,95,23,64,22,63,76,58,30,6,68,6,42,48
MBD3L5,42,90,96,56,13,51,86,95,49,16,2,91,50,41,3,17,62,17,90,23,70,75,57,78,84,44,6,9,38,28,9,51,77,39,24,10,13,64,62,42,66,99,65,36,56,10,26,38,77,43,53,43,80,76,40,98,9,50,59,82,29,45,15,53,11,47,4,1,7,63,54,28,86,45,79,14,76,3,20,62,58,62,42,93,43,25,83,74,38,74
MBLAC1,58,10,65,56,50,39,32,4,16,37,2,50,54,9,53,69,35,22,56,17,39,67,39,47,34,65,4,63,38,52,49,55,42,5,99,26,24,47,93,59,87,3,78,79,67,39,25,18,19,76,16,48,43,81,65,64,3,60,80,15,50,72,62,77,98,69,44,42,27,80,74,50,75,67,30,51,72,18,75,87,40,16,87,76,81,73,52,91,13,36
MC1R,24,8,96,99,94,74,33,54,6,60,95,57,96,15,71,29,42,58,13,32,62,61,40,93,17,99,88,62,51,1,12,30,56,13,32,70,42,50,69,20,62,58,18,11,89,33,33,97,44,64,2,54,18,47,17,36,99,65,6,48,68,56,70,90,28,83,86,37,58,37,16,25,57,81,13,49,67,55,80,12,35,11,34,75,53,36,92,91,61,30
MC3R,91,73,99,71,96,60,22,75,39,21,66,50,64,45,62,42,11,47,60,91,52,75,68,66,75,74,71,95,47,19,98,95,44,70,70,84,18,56,10,44,11,62,5,20,26,25,86,6,37,42,67,34,7,45,44,90,19,98,77,16,4,2,30,5,3,69,17,67,40,26,66,72,52,53,51,16,35,70,88,67,97,77,4,29,1,82,63,80,15,15
MCART2,57,90,6,91,64,31,61,52,53,62,26,75,79,5,41,87,29,15,57,74,64,31,54,60,17,12,70,55,13,15,92,51,99,73,29,24,62,83,58,82,11,77,22,84,52,76,25,5,53,56,82,78,34,93,52,97,55,97,3,77,17,67,70,96,80,39,39,69,79,58,46,60,91,36,56,36,95,58,93,11,92,37,66,82,29,63,59,28,75,11
MCART6,22,91,39,18,75,3,59,17,85,86,22,26,41,51,35,92,11,85,75,24,92,47,62,13,93,81,29,85,29,79,91,3,35,36,30,71,99,73,14,8,88,4,22,80,37,90,34,92,41,71,31,31,10,86,37,55,68,64,90,63,94,73,15,18,90,32,6,24,35,69,49,89,35,79,20,55,89,50,69,58,9,19,16,18,20,68,20,48,27,48
MCM10,66,63,50,13,85,2,33,62,3,22,29,50,12,34,31,77,22,11,18,52,55,97,9,51,47,96,85,36,66,65,61,16,93,71,85,71,20,36,58,17,40,89,65,6,55,93,80,75,60,57,55,51,71,75,19,90,73,76,2,42,19,13,99,41,91,38,42,81,44,22,9,91,47,84,3,8,93,36,24,72,72,9,57,74,4,68,77,22,40,90
MCM3APAS,47,41,30,41,38,87,37,55,62,15,59,2,34,4,33,14,89,84,9,22,50,35,6,82,63,98,31,44,68,82,2,27,15,69,15,93,80,19,88,92,33,25,25,84,88,48,98,34,70,71,53,17,89,95,80,37,21,41,98,18,65,59,22,80,70,66,11,57,30,82,11,55,59,84,16,11,67,36,10,64,79,43,93,51,22,2,9,60,46,33
